% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.327057257e+03 +1.327057257e+03 +1.476207257e+03 +1.476207257e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.111912033e+03 +1.111912033e+03 +1.261062033e+03 +1.261062033e+03 +1.9835e-01 -7.1626e-02 -2.1499e-01 +1.4532e-02 -1.8495e-01
6 +1.084646524e+03 +1.084646524e+03 +1.233796524e+03 +1.233796524e+03 +1.0916e-01 +1.4877e-02 -2.8637e-01 -5.8717e-02 -1.9504e-01
15 +1.009785852e+03 +1.009785852e+03 +1.158935852e+03 +1.158935852e+03 -7.6802e-02 -8.0055e-02 -1.4023e-02 -2.1815e-01 -2.6156e-01
19 +9.038779425e+02 +9.038779425e+02 +1.053027942e+03 +1.053027942e+03 -7.3225e-02 -8.4292e-02 -3.0785e-01 -4.7074e-02 -4.5890e-01
27 +8.349968385e+02 +8.349968385e+02 +9.841468385e+02 +9.841468385e+02 +1.8465e-01 +1.2053e-01 -2.2187e-01 -3.5150e-01 -5.6275e-01
30 +7.706993158e+02 +7.706993158e+02 +9.198493158e+02 +9.198493158e+02 +1.3450e-01 -2.6708e-01 -2.0263e-01 -1.7441e-01 -5.1408e-01
35 +7.294687435e+02 +7.294687435e+02 +8.786187435e+02 +8.786187435e+02 -7.0087e-02 -2.0542e-01 -2.0836e-01 -2.3858e-01 -5.4317e-01
40 +6.725423637e+02 +6.725423637e+02 +8.216923637e+02 +8.216923637e+02 +1.5119e-01 +1.1497e-02 -4.6494e-01 -4.4939e-01 -5.4148e-01
42 +6.322882118e+02 +6.322882118e+02 +7.814382118e+02 +7.814382118e+02 +2.9649e-01 -2.8099e-01 -5.6342e-01 -1.3299e-01 -8.1910e-01
43 +5.798873396e+02 +5.798873396e+02 +7.290373396e+02 +7.290373396e+02 +9.0105e-02 -6.2033e-01 -2.5917e-01 -2.0485e-01 -9.1040e-01
53 +3.749354428e+02 +3.749354428e+02 +5.240854428e+02 +5.240854428e+02 +3.4723e-01 -4.6125e-01 -6.6239e-01 -3.9600e-01 -1.4759e+00
61 +2.775929051e+02 +2.775929051e+02 +4.267429051e+02 +4.267429051e+02 -1.5355e-01 -2.3462e-01 -5.6780e-01 -3.3138e-01 -2.1959e+00
75 +2.392989050e+02 +2.392989050e+02 +3.884489050e+02 +3.884489050e+02 +1.7605e-01 -6.1913e-01 -4.8205e-01 -1.9089e-01 -2.9597e+00
81 +2.079286646e+02 +2.079286646e+02 +3.570786646e+02 +3.570786646e+02 -1.0297e-01 -1.1153e+00 -7.3131e-01 -3.3417e-01 -2.2451e+00
88 +1.752394713e+02 +1.752394713e+02 +3.243894713e+02 +3.243894713e+02 +1.1795e-01 -6.7726e-01 -8.3307e-01 -7.3260e-02 -3.3684e+00
98 +1.660804562e+02 +1.660804562e+02 +3.152304562e+02 +3.152304562e+02 -1.3878e-01 -1.1619e+00 -8.8801e-01 -1.0533e-01 -3.3495e+00
99 +1.541618022e+02 +1.541618022e+02 +3.033118022e+02 +3.033118022e+02 +2.3346e-02 -9.0981e-01 -1.0152e+00 -6.8768e-02 -3.1910e+00
100 +1.299834738e+02 +1.299834738e+02 +2.791334738e+02 +2.791334738e+02 -1.3067e-01 -6.2754e-01 -7.9546e-01 -1.3469e-01 -3.0237e+00
107 +1.212356787e+02 +1.212356787e+02 +2.703856787e+02 +2.703856787e+02 +2.8541e-02 -9.0321e-01 -1.0974e+00 +1.8173e-01 -2.9863e+00
110 +1.176904614e+02 +1.176904614e+02 +2.668404614e+02 +2.668404614e+02 +2.5372e-02 -1.0235e+00 -7.8111e-01 +3.2479e-01 -3.8390e+00
117 +1.104911350e+02 +1.104911350e+02 +2.596411350e+02 +2.596411350e+02 -4.6932e-01 -1.3055e+00 -9.0704e-01 -9.3754e-02 -3.0980e+00
119 +8.965361651e+01 +8.965361651e+01 +2.388036165e+02 +2.388036165e+02 -1.7277e-01 -9.2967e-01 -4.6206e-01 +7.3779e-01 -3.0065e+00
120 +5.553250435e+01 +5.553250435e+01 +2.046825044e+02 +2.046825044e+02 -2.3238e-01 -9.6265e-01 -6.3156e-01 +4.5744e-01 -3.9779e+00
126 +4.740852364e+01 +4.740852364e+01 +1.965585236e+02 +1.965585236e+02 -3.1596e-01 -1.1409e+00 -4.6858e-01 +1.1934e+00 -3.2402e+00
134 +3.361369100e+01 +3.361369100e+01 +1.827636910e+02 +1.827636910e+02 -1.1459e-01 -9.0343e-01 -4.6481e-01 +8.7706e-01 -3.6992e+00
142 +1.899029799e+01 +1.899029799e+01 +1.681402980e+02 +1.681402980e+02 -3.3902e-01 -7.8275e-01 -3.3848e-01 +1.0086e+00 -3.5669e+00
