% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.402094080e+00 +1.402094080e+00 +8.088209408e+01 +8.088209408e+01 +0.0000e+00 +0.0000e+00
3 +1.376671732e+00 +1.376671732e+00 +8.085667173e+01 +8.085667173e+01 +1.9609e-01 +1.5145e-02
6 +1.161794960e+00 +1.161794960e+00 +8.064179496e+01 +8.064179496e+01 +2.4462e-01 -7.8965e-02
10 +1.037358186e+00 +1.037358186e+00 +8.051735819e+01 +8.051735819e+01 -3.2721e-01 -3.1958e-01
12 +7.621789103e-01 +7.621789103e-01 +8.024217891e+01 +8.024217891e+01 +2.1662e-01 -2.8452e-01
15 +7.207650052e-01 +7.207650052e-01 +8.020076501e+01 +8.020076501e+01 +3.2818e-02 -3.3682e-01
18 +4.608779751e-01 +4.608779751e-01 +7.994087798e+01 +7.994087798e+01 +8.0538e-02 -5.0014e-01
19 +3.271043220e-01 +3.271043220e-01 +7.980710432e+01 +7.980710432e+01 +2.1780e-01 -5.8594e-01
26 +7.076286886e-02 +7.076286886e-02 +7.955076287e+01 +7.955076287e+01 +7.1806e-02 -9.6185e-01
33 +4.172742332e-02 +4.172742332e-02 +7.952172742e+01 +7.952172742e+01 +7.9038e-02 -1.0494e+00
52 +2.867767930e-02 +2.867767930e-02 +7.950867768e+01 +7.950867768e+01 +4.1024e-01 -1.2192e+00
61 +7.135545678e-03 +7.135545678e-03 +7.948713555e+01 +7.948713555e+01 +2.5448e-01 -1.2413e+00
68 +4.669621401e-03 +4.669621401e-03 +7.948466962e+01 +7.948466962e+01 +2.9712e-01 -1.2088e+00
72 +1.029902898e-03 +1.029902898e-03 +7.948102990e+01 +7.948102990e+01 +2.5654e-01 -1.1249e+00
119 +1.956778112e-04 +1.956778112e-04 +7.948019568e+01 +7.948019568e+01 +2.4238e-01 -1.1661e+00
123 +5.161429127e-05 +5.161429127e-05 +7.948005161e+01 +7.948005161e+01 +2.5817e-01 -1.1616e+00
