% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.470123986e+01 +9.470123986e+01 +7.776123986e+01 +7.776123986e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +5.711398984e+01 +5.711398984e+01 +4.017398984e+01 +4.017398984e+01 +7.6068e-03 -2.7079e-01 +2.6994e-01 +3.0826e-02 -8.6263e-02
7 +5.217135315e+01 +5.217135315e+01 +3.523135315e+01 +3.523135315e+01 -1.1350e-01 -2.4243e-01 -1.5385e-01 -2.9704e-02 -6.6404e-03
13 +4.454331525e+01 +4.454331525e+01 +2.760331525e+01 +2.760331525e+01 -1.0572e-01 -2.8354e-01 -1.0902e-01 -2.0672e-02 +1.1052e-01
90 +3.826585894e+01 +3.826585894e+01 +2.132585894e+01 +2.132585894e+01 +9.2443e-02 -3.5659e-01 -2.1789e-01 -5.0389e-02 +5.2376e-02
218 +3.656958451e+01 +3.656958451e+01 +1.962958451e+01 +1.962958451e+01 -4.8244e-02 -4.0499e-01 +2.6130e-01 +1.7498e-01 +1.9385e-02
246 +3.616020947e+01 +3.616020947e+01 +1.922020947e+01 +1.922020947e+01 -3.2904e-02 -3.7262e-01 +3.1188e-01 +1.7080e-01 -4.4525e-02
319 +3.517442558e+01 +3.517442558e+01 +1.823442558e+01 +1.823442558e+01 -3.8292e-02 -3.8716e-01 +2.9346e-01 +1.8931e-01 -1.7268e-02
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.169183622e+01 +3.169183622e+01 +5.050183622e+01 +5.050183622e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +2.588523889e+01 +2.588523889e+01 +4.469523889e+01 +4.469523889e+01 +9.6900e-02 +4.8892e-02 -1.3217e-02 +1.7418e-02 -6.4353e-02
3 +2.174002377e+01 +2.174002377e+01 +4.055002377e+01 +4.055002377e+01 -3.8261e-02 +5.2657e-02 -2.1298e-02 -1.3781e-01 -2.7969e-01
4 +2.052398788e+01 +2.052398788e+01 +3.933398788e+01 +3.933398788e+01 +1.8950e-01 -3.4072e-02 -4.2921e-02 +4.8146e-01 -1.6592e-01
5 +1.894024028e+01 +1.894024028e+01 +3.775024028e+01 +3.775024028e+01 -1.7879e-01 -6.7975e-02 -5.6472e-02 -3.1059e-01 -3.0532e-01
6 +1.787934133e+01 +1.787934133e+01 +3.668934133e+01 +3.668934133e+01 -1.8681e-01 -3.9175e-03 -1.9053e-01 +3.3158e-01 -1.3548e-01
11 +1.257745320e+01 +1.257745320e+01 +3.138745320e+01 +3.138745320e+01 -2.4547e-01 +4.0514e-01 -2.8201e-01 -2.2296e-01 +8.4438e-02
35 +1.135556688e+01 +1.135556688e+01 +3.016556688e+01 +3.016556688e+01 -6.2869e-01 +3.2863e-01 -8.3940e-01 -3.3880e-01 -1.4029e-01
54 +1.003861339e+01 +1.003861339e+01 +2.884861339e+01 +2.884861339e+01 -8.2494e-01 -6.5476e-01 -1.0009e+00 -4.1483e-03 +5.3585e-01
60 +9.632738054e+00 +9.632738054e+00 +2.844273805e+01 +2.844273805e+01 -7.2207e-01 +2.6091e-01 -7.6523e-01 -1.0665e-01 +4.5300e-01
70 +7.604124150e+00 +7.604124150e+00 +2.641412415e+01 +2.641412415e+01 -9.5595e-01 -3.0231e-01 -8.4098e-01 +1.3709e-01 +9.2929e-02
117 +7.577214753e+00 +7.577214753e+00 +2.638721475e+01 +2.638721475e+01 -6.6859e-01 -1.4063e-02 -1.0952e+00 +9.1641e-02 +6.1405e-01
121 +4.332242871e+00 +4.332242871e+00 +2.314224287e+01 +2.314224287e+01 -1.0258e+00 -4.7993e-01 -1.3138e+00 +3.7787e-01 +7.1158e-01
178 +4.107887598e+00 +4.107887598e+00 +2.291788760e+01 +2.291788760e+01 -7.2700e-01 -1.7390e-01 -1.0971e+00 -1.5508e-01 +1.0750e+00
202 +4.062878601e+00 +4.062878601e+00 +2.287287860e+01 +2.287287860e+01 -6.8153e-01 -2.6003e-01 -1.1083e+00 +9.8296e-02 +1.2538e+00
224 +3.775560383e+00 +3.775560383e+00 +2.258556038e+01 +2.258556038e+01 -8.1107e-01 -1.7963e-01 -1.0921e+00 +8.3296e-02 +1.2902e+00
250 +2.688920356e+00 +2.688920356e+00 +2.149892036e+01 +2.149892036e+01 -7.4679e-01 -2.7238e-01 -1.1090e+00 +1.0879e-03 +1.2356e+00
330 +2.520535050e+00 +2.520535050e+00 +2.133053505e+01 +2.133053505e+01 -6.9774e-01 -3.7421e-01 -1.1118e+00 -1.5323e-01 +1.4088e+00
373 +2.104315702e+00 +2.104315702e+00 +2.091431570e+01 +2.091431570e+01 -7.0151e-01 -3.5868e-01 -1.1007e+00 -2.1514e-01 +1.4986e+00
485 +1.816698209e+00 +1.816698209e+00 +2.062669821e+01 +2.062669821e+01 -7.1338e-01 -3.2909e-01 -1.1016e+00 -1.5819e-01 +1.4012e+00
653 +1.709681850e+00 +1.709681850e+00 +2.051968185e+01 +2.051968185e+01 -7.1576e-01 -3.3101e-01 -1.0979e+00 -1.6447e-01 +1.4046e+00
