% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.048116465e+03 +1.048116465e+03 +1.078086465e+03 +1.078086465e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +1.011691603e+03 +1.011691603e+03 +1.041661603e+03 +1.041661603e+03 -9.5163e-02 +2.7271e-02 -1.3992e-01 -8.8487e-02 -1.4168e-01
10 +9.766063228e+02 +9.766063228e+02 +1.006576323e+03 +1.006576323e+03 -3.5865e-01 +4.3695e-02 -4.1083e-01 -3.5806e-02 +8.9080e-02
18 +9.472007719e+02 +9.472007719e+02 +9.771707719e+02 +9.771707719e+02 -6.2914e-01 +4.9200e-02 -6.2158e-01 -1.2604e-01 -1.1832e-01
21 +9.305040715e+02 +9.305040715e+02 +9.604740715e+02 +9.604740715e+02 -2.8259e-01 +1.9836e-01 -6.2618e-01 -1.3429e-02 +6.0199e-03
23 +9.047078486e+02 +9.047078486e+02 +9.346778486e+02 +9.346778486e+02 -6.3972e-01 +4.1089e-01 -7.1229e-01 -1.5501e-01 -6.2372e-02
27 +8.861052771e+02 +8.861052771e+02 +9.160752771e+02 +9.160752771e+02 -3.3440e-01 -1.9812e-01 -6.4022e-01 -3.2849e-01 +5.3615e-01
31 +7.899199531e+02 +7.899199531e+02 +8.198899531e+02 +8.198899531e+02 -2.0813e-01 +3.3222e-01 -8.4835e-01 -5.5329e-01 -4.6983e-02
42 +6.484778184e+02 +6.484778184e+02 +6.784478184e+02 +6.784478184e+02 -2.3827e-01 +2.4811e-02 -2.0516e+00 -5.4453e-01 +7.0161e-02
56 +6.321755198e+02 +6.321755198e+02 +6.621455198e+02 +6.621455198e+02 -4.3340e-01 +1.8301e-01 -3.0987e+00 -6.6171e-01 +9.0779e-02
59 +6.280828944e+02 +6.280828944e+02 +6.580528944e+02 +6.580528944e+02 -5.2782e-01 +2.9957e-02 -1.4398e+00 -1.3377e+00 -2.9260e-01
61 +5.283836210e+02 +5.283836210e+02 +5.583536210e+02 +5.583536210e+02 -9.4329e-01 -1.5660e-01 -2.3568e+00 -1.3746e+00 +4.1183e-01
71 +4.757600003e+02 +4.757600003e+02 +5.057300003e+02 +5.057300003e+02 -1.8384e-01 -1.1458e-01 -2.8520e+00 -1.0786e+00 +6.3048e-01
72 +4.410059775e+02 +4.410059775e+02 +4.709759775e+02 +4.709759775e+02 -6.3901e-01 +6.8120e-01 -2.1212e+00 -2.2730e+00 +1.8014e-01
75 +4.238975092e+02 +4.238975092e+02 +4.538675092e+02 +4.538675092e+02 -9.1709e-01 +5.6628e-02 -2.1321e+00 -2.2859e+00 +5.5339e-01
82 +4.112121789e+02 +4.112121789e+02 +4.411821789e+02 +4.411821789e+02 -3.6394e-01 -1.2316e-02 -1.8799e+00 -2.1753e+00 +5.0367e-01
86 +3.864562520e+02 +3.864562520e+02 +4.164262520e+02 +4.164262520e+02 -3.0596e-01 +3.2089e-01 -2.2248e+00 -2.5098e+00 +3.5047e-01
110 +3.767269393e+02 +3.767269393e+02 +4.066969393e+02 +4.066969393e+02 -8.6974e-02 +3.1178e-01 -1.9077e+00 -3.2163e+00 +8.0465e-01
123 +3.409521963e+02 +3.409521963e+02 +3.709221963e+02 +3.709221963e+02 -2.8387e-01 +4.6349e-01 -2.4057e+00 -2.8866e+00 +9.9665e-01
136 +2.898840054e+02 +2.898840054e+02 +3.198540054e+02 +3.198540054e+02 +5.7961e-02 +4.3054e-01 -2.7196e+00 -2.3615e+00 +1.3346e+00
188 +2.544500361e+02 +2.544500361e+02 +2.844200361e+02 +2.844200361e+02 +5.9225e-01 +2.7005e-01 -2.3240e+00 -1.9875e+00 +1.6713e+00
202 +2.487254382e+02 +2.487254382e+02 +2.786954382e+02 +2.786954382e+02 +6.1357e-01 +6.8913e-01 -2.8036e+00 -1.7528e+00 +2.0317e+00
207 +2.149103712e+02 +2.149103712e+02 +2.448803712e+02 +2.448803712e+02 +3.4592e-01 +4.1453e-01 -2.5612e+00 -2.6301e+00 +2.4400e+00
226 +1.969534359e+02 +1.969534359e+02 +2.269234359e+02 +2.269234359e+02 +6.4651e-01 +8.4492e-01 -2.8754e+00 -1.9184e+00 +2.7530e+00
240 +1.683459307e+02 +1.683459307e+02 +1.983159307e+02 +1.983159307e+02 +7.0924e-01 +4.8221e-01 -2.7571e+00 -2.2100e+00 +3.1328e+00
243 +1.304203300e+02 +1.304203300e+02 +1.603903300e+02 +1.603903300e+02 +1.0265e-01 +8.3048e-01 -2.7079e+00 -2.1871e+00 +3.2787e+00
252 +9.646722206e+01 +9.646722206e+01 +1.264372221e+02 +1.264372221e+02 +7.0051e-03 +4.8017e-01 -2.7738e+00 -2.0571e+00 +3.3877e+00
262 +9.518657538e+01 +9.518657538e+01 +1.251565754e+02 +1.251565754e+02 +1.2891e-01 +3.8211e-01 -3.0485e+00 -1.9311e+00 +4.3009e+00
291 +6.974158117e+01 +6.974158117e+01 +9.971158117e+01 +9.971158117e+01 +4.4057e-01 +3.5793e-02 -3.1614e+00 -1.9856e+00 +3.5062e+00
302 +6.126947677e+01 +6.126947677e+01 +9.123947677e+01 +9.123947677e+01 +1.6623e-01 +3.2042e-01 -3.2139e+00 -1.5579e+00 +3.8138e+00
307 +4.671828259e+01 +4.671828259e+01 +7.668828259e+01 +7.668828259e+01 +3.5611e-01 -1.3420e-01 -3.2253e+00 -1.6611e+00 +3.8594e+00
309 +3.970243317e+01 +3.970243317e+01 +6.967243317e+01 +6.967243317e+01 +2.7134e-01 -2.3455e-01 -3.2409e+00 -1.9056e+00 +3.7972e+00
325 +3.741541000e+01 +3.741541000e+01 +6.738541000e+01 +6.738541000e+01 +3.1543e-01 -2.3610e-01 -3.3018e+00 -1.9372e+00 +3.5683e+00
366 +2.826415425e+01 +2.826415425e+01 +5.823415425e+01 +5.823415425e+01 +2.4797e-01 -2.5770e-01 -3.2733e+00 -1.7713e+00 +3.7415e+00
371 +2.462381270e+01 +2.462381270e+01 +5.459381270e+01 +5.459381270e+01 +2.3255e-01 -6.2544e-02 -3.1843e+00 -1.8508e+00 +3.6259e+00
379 +2.099395625e+01 +2.099395625e+01 +5.096395625e+01 +5.096395625e+01 +2.4169e-01 -9.8672e-02 -3.2365e+00 -1.8276e+00 +3.6207e+00
521 +2.053853877e+01 +2.053853877e+01 +5.050853877e+01 +5.050853877e+01 +7.7368e-02 +3.2996e-01 -3.1752e+00 -1.7463e+00 +3.9104e+00
537 +1.919987386e+01 +1.919987386e+01 +4.916987386e+01 +4.916987386e+01 +1.5678e-01 +2.3608e-01 -3.1646e+00 -1.7395e+00 +3.8823e+00
556 +1.841254307e+01 +1.841254307e+01 +4.838254307e+01 +4.838254307e+01 +1.0520e-01 +2.2636e-01 -3.1891e+00 -1.7765e+00 +3.8794e+00
