% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.394424455e+01 +6.394424455e+01 -9.360557554e+02 -9.360557554e+02 +0.0000e+00 +0.0000e+00
6 +5.516930784e+01 +5.516930784e+01 -9.448306922e+02 -9.448306922e+02 -3.7351e-01 +1.3012e-01
13 +4.913425857e+01 +4.913425857e+01 -9.508657414e+02 -9.508657414e+02 -4.5386e-01 -4.2619e-02
18 +4.263242870e+01 +4.263242870e+01 -9.573675713e+02 -9.573675713e+02 -9.7770e-01 +4.4288e-01
19 +3.890199120e+01 +3.890199120e+01 -9.610980088e+02 -9.610980088e+02 -6.0233e-01 -3.1324e-01
22 +2.826624033e+01 +2.826624033e+01 -9.717337597e+02 -9.717337597e+02 -1.0086e+00 -9.9292e-02
26 +2.763305414e+01 +2.763305414e+01 -9.723669459e+02 -9.723669459e+02 -8.8785e-01 -5.0247e-01
28 +1.735632287e+01 +1.735632287e+01 -9.826436771e+02 -9.826436771e+02 -1.4805e+00 -7.6590e-01
36 +9.993716016e+00 +9.993716016e+00 -9.900062840e+02 -9.900062840e+02 -2.3431e+00 -1.7629e+00
37 +5.165319881e+00 +5.165319881e+00 -9.948346801e+02 -9.948346801e+02 -1.8184e+00 -1.4019e+00
138 +5.121788684e+00 +5.121788684e+00 -9.948782113e+02 -9.948782113e+02 -1.8163e+00 -1.4548e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.423892705e+01 +3.423892705e+01 +1.034238927e+03 +1.034238927e+03 +0.0000e+00 +0.0000e+00
2 +1.877314335e+01 +1.877314335e+01 +1.018773143e+03 +1.018773143e+03 +1.9704e-01 -2.7836e-03
9 +8.794147872e+00 +8.794147872e+00 +1.008794148e+03 +1.008794148e+03 +3.8094e-01 -2.9378e-01
32 +2.612846206e+00 +2.612846206e+00 +1.002612846e+03 +1.002612846e+03 +1.3322e+00 +3.9637e-01
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.958288784e+01 +5.958288784e+01 +1.045288784e+01 +1.045288784e+01 +0.0000e+00 +0.0000e+00
2 +5.737505372e+01 +5.737505372e+01 +8.245053716e+00 +8.245053716e+00 +2.4767e-01 +3.4040e-02
3 +4.966594654e+01 +4.966594654e+01 +5.359465389e-01 +5.359465389e-01 -2.7919e-01 -2.2808e-01
12 +3.013753933e+01 +3.013753933e+01 -1.899246067e+01 -1.899246067e+01 -6.8119e-02 -5.4211e-01
18 +2.328543661e+01 +2.328543661e+01 -2.584456339e+01 -2.584456339e+01 -2.9429e-01 -1.1333e+00
31 +2.148237371e+01 +2.148237371e+01 -2.764762629e+01 -2.764762629e+01 -4.5314e-01 -2.5808e+00
33 +1.606481265e+01 +1.606481265e+01 -3.306518735e+01 -3.306518735e+01 +1.6836e-03 -1.1294e+00
