% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.283102266e+05 +2.283102266e+05 +2.283461266e+05 +2.283461266e+05 +0.0000e+00 +0.0000e+00
8 +2.144032507e+05 +2.144032507e+05 +2.144391507e+05 +2.144391507e+05 +7.3210e-02 +5.5078e-02
10 +2.113349561e+05 +2.113349561e+05 +2.113708561e+05 +2.113708561e+05 +8.0061e-02 +9.8997e-02
18 +2.027765275e+05 +2.027765275e+05 +2.028124275e+05 +2.028124275e+05 +1.5887e-01 +6.5939e-02
19 +1.951299985e+05 +1.951299985e+05 +1.951658985e+05 +1.951658985e+05 +1.5159e-01 +2.7629e-01
27 +1.813266688e+05 +1.813266688e+05 +1.813625688e+05 +1.813625688e+05 +2.5637e-01 +3.4628e-01
36 +1.719922534e+05 +1.719922534e+05 +1.720281534e+05 +1.720281534e+05 +4.5016e-01 +3.5219e-02
38 +1.160352337e+05 +1.160352337e+05 +1.160711337e+05 +1.160711337e+05 +8.3267e-01 +5.2510e-01
43 +6.210073940e+04 +6.210073940e+04 +6.213663940e+04 +6.213663940e+04 +1.4225e+00 +7.4713e-01
52 +3.545363638e+04 +3.545363638e+04 +3.548953638e+04 +3.548953638e+04 +1.6602e+00 +9.4590e-01
54 +3.335734522e+04 +3.335734522e+04 +3.339324522e+04 +3.339324522e+04 +1.7192e+00 +1.1054e+00
60 +8.331087754e-01 +8.331087754e-01 +3.673310878e+01 +3.673310878e+01 +3.1288e+00 +9.9776e-01
85 +7.509907313e-01 +7.509907313e-01 +3.665099073e+01 +3.665099073e+01 +3.1412e+00 +8.6588e-01
111 +4.443945511e-01 +4.443945511e-01 +3.634439455e+01 +3.634439455e+01 +3.0673e+00 +8.0505e-01
117 +3.589003038e-01 +3.589003038e-01 +3.625890030e+01 +3.625890030e+01 +3.0233e+00 +8.6194e-01
124 +2.665818986e-01 +2.665818986e-01 +3.616658190e+01 +3.616658190e+01 +2.9804e+00 +7.0716e-01
130 +6.563567793e-02 +6.563567793e-02 +3.596563568e+01 +3.596563568e+01 +2.8762e+00 +9.6368e-01
189 +2.924143528e-02 +2.924143528e-02 +3.592924144e+01 +3.592924144e+01 +2.8428e+00 +1.0019e+00
222 +9.218000780e-03 +9.218000780e-03 +3.590921800e+01 +3.590921800e+01 +2.8076e+00 +1.1113e+00
287 +4.680838582e-03 +4.680838582e-03 +3.590468084e+01 +3.590468084e+01 +2.8028e+00 +1.0692e+00
291 +1.746617670e-03 +1.746617670e-03 +3.590174662e+01 +3.590174662e+01 +2.7944e+00 +1.1005e+00
376 +1.594446321e-03 +1.594446321e-03 +3.590159445e+01 +3.590159445e+01 +2.7933e+00 +1.0895e+00
388 +9.909532856e-04 +9.909532856e-04 +3.590099095e+01 +3.590099095e+01 +2.7907e+00 +1.0958e+00
399 +8.073632218e-04 +8.073632218e-04 +3.590080736e+01 +3.590080736e+01 +2.7899e+00 +1.1026e+00
