% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.430863548e+00 +7.430863548e+00 +1.003708635e+02 +1.003708635e+02 +0.0000e+00 +0.0000e+00
2 +6.009155901e-01 +6.009155901e-01 +9.354091559e+01 +9.354091559e+01 +4.4104e-01 +2.2359e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.392902533e+00 +5.392902533e+00 +4.074290253e+01 +4.074290253e+01 +0.0000e+00 +0.0000e+00
2 +3.708886717e+00 +3.708886717e+00 +3.905888672e+01 +3.905888672e+01 +1.5328e-01 +2.6156e-01
10 +3.048737921e+00 +3.048737921e+00 +3.839873792e+01 +3.839873792e+01 +6.5430e-01 +7.4913e-01
19 +2.792089887e+00 +2.792089887e+00 +3.814208989e+01 +3.814208989e+01 +5.7688e-01 +5.1671e-02
21 +2.642512041e+00 +2.642512041e+00 +3.799251204e+01 +3.799251204e+01 +7.6694e-01 +5.1733e-01
28 +2.407722222e+00 +2.407722222e+00 +3.775772222e+01 +3.775772222e+01 +5.8999e-01 +6.6707e-01
277 +1.961034333e+00 +1.961034333e+00 +3.731103433e+01 +3.731103433e+01 +7.3749e-01 +6.4154e-01
315 +1.354343750e+00 +1.354343750e+00 +3.670434375e+01 +3.670434375e+01 +8.0517e-01 +8.6770e-01
475 +1.043618810e+00 +1.043618810e+00 +3.639361881e+01 +3.639361881e+01 +8.6239e-01 +8.0613e-01
483 +9.272216794e-01 +9.272216794e-01 +3.627722168e+01 +3.627722168e+01 +8.6617e-01 +7.0399e-01
549 +1.116835955e-01 +1.116835955e-01 +3.546168360e+01 +3.546168360e+01 +1.4359e+00 +1.1161e+00
1308 +2.642512041e-02 +2.642512041e-02 +3.537642512e+01 +3.537642512e+01 +1.6887e+00 +1.3534e+00
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.230906606e+03 +1.230906606e+03 +1.234726606e+03 +1.234726606e+03 +0.0000e+00 +0.0000e+00
2 +9.510461649e+02 +9.510461649e+02 +9.548661649e+02 +9.548661649e+02 +1.5149e-01 -3.4415e-01
11 +8.682134480e+02 +8.682134480e+02 +8.720334480e+02 +8.720334480e+02 +5.4837e-01 +2.4509e-02
12 +7.856965696e+02 +7.856965696e+02 +7.895165696e+02 +7.895165696e+02 +3.5294e-01 -6.6527e-01
16 +7.105480967e+02 +7.105480967e+02 +7.143680967e+02 +7.143680967e+02 +6.7313e-01 -1.8688e-01
