% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.311513987e+01 +1.311513987e+01 +1.060551399e+02 +1.060551399e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +1.270960663e+01 +1.270960663e+01 +1.056496066e+02 +1.056496066e+02 -2.8946e-01 +3.1748e-01 +4.1788e-03 -1.8948e-01 -9.1815e-02
6 +7.002690791e+00 +7.002690791e+00 +9.994269079e+01 +9.994269079e+01 -1.0390e-01 -2.6064e-01 -8.8582e-02 +7.4764e-02 +4.6225e-01
8 +6.771195417e+00 +6.771195417e+00 +9.971119542e+01 +9.971119542e+01 -1.0242e-01 -4.4116e-01 -1.1622e-01 +2.1684e-01 +2.3430e-02
10 +5.000249908e+00 +5.000249908e+00 +9.794024991e+01 +9.794024991e+01 -4.5215e-01 -4.6905e-01 -3.1370e-01 +1.6926e-01 +4.4468e-01
30 +4.857355011e+00 +4.857355011e+00 +9.779735501e+01 +9.779735501e+01 -8.3142e-02 -1.1340e-01 -6.9459e-01 +2.6557e-01 +5.3035e-01
53 +4.641705649e+00 +4.641705649e+00 +9.758170565e+01 +9.758170565e+01 -3.0003e-01 -2.0263e-01 -6.3608e-01 +1.4398e-01 +2.3293e-01
62 +4.519576859e+00 +4.519576859e+00 +9.745957686e+01 +9.745957686e+01 -3.9093e-01 -3.3213e-02 -5.6925e-01 +2.4765e-01 +5.8128e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.644548928e+02 +4.644548928e+02 +4.998048928e+02 +4.998048928e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +3.945680282e+02 +3.945680282e+02 +4.299180282e+02 +4.299180282e+02 +7.5661e-02 +3.2718e-01 +6.3121e-02 +2.0491e-01 -1.6996e-03
11 +3.721768378e+02 +3.721768378e+02 +4.075268378e+02 +4.075268378e+02 +4.7006e-01 +3.6596e-01 -2.0775e-02 -1.2370e-01 -3.3918e-01
16 +2.966216046e+02 +2.966216046e+02 +3.319716046e+02 +3.319716046e+02 +2.5465e-01 +4.8671e-01 +5.3670e-01 +2.9457e-01 -4.2357e-01
31 +2.510165572e+02 +2.510165572e+02 +2.863665572e+02 +2.863665572e+02 +1.8149e-01 +1.0625e+00 +7.4579e-01 +2.1514e-01 -7.1321e-01
42 +2.230511091e+02 +2.230511091e+02 +2.584011091e+02 +2.584011091e+02 +1.2676e+00 +8.4099e-01 +8.5940e-01 -2.6915e-01 -2.9292e-01
45 +2.067397758e+02 +2.067397758e+02 +2.420897758e+02 +2.420897758e+02 +1.2672e+00 +1.6175e+00 +6.4951e-01 -1.8626e-01 -8.9926e-01
